ID,NAME,ADDRESS,CITY,STATE,ZIP,FIPS,CBSA 2015,CBSA 2017,CBSA 2018,RUCA Code,FORHP Rural/Urban 2018,SPECIAL PAYMENT,PHONE NUMBER,"CERTIFIED BEDS, POS","TOTAL BEDS, POS","BEDS, PSF","ACUTE BEDS, HCRIS"
230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,26163,Metro,Metro,Metro,1.0,Urban,RRC,7342466000,345,345,276,281
230151,BEAUMONT HOSPITAL - FARMINGTON HILLS,28050 GRAND RIVER AVENUE,FARMINGTON HILLS,MI,48336,26125,Metro,Metro,Metro,1.0,Urban,RRC,2484718000,305,305,238,256
230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,26161,Metro,Metro,Metro,1.0,Urban,NONE,7347123456,505,505,430,444
230165,ASCENSION ST JOHN HOSPITAL,22101 MOROSS RD,DETROIT,MI,48236,26163,Metro,Metro,Metro,1.0,Urban,RRC,3133434000,572,625,540,546
230167,MCLAREN GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,26065,Metro,Metro,Metro,1.0,Urban,NONE,5179756000,363,363,266,256
230174,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,1309 SHELDON RD,GRAND HAVEN,MI,49417,26139,Metro,Metro,Metro,1.0,Urban,NONE,6168423600,81,81,80,81
230176,BEAUMONT HOSPITAL - TRENTON,5450 FORT STREET,TRENTON,MI,48183,26163,Metro,Metro,Metro,1.0,Urban,NONE,7346713800,195,195,182,193
230180,MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,CLARE,MI,48617,26035,Neither,Neither,Neither,7.0,Rural,MDH,9898025000,64,64,47,49
230193,MCLAREN LAPEER REGION,1375 N MAIN ST,LAPEER,MI,48446,26087,Metro,Metro,Metro,4.0,Rural,NONE,8106675500,183,183,174,183
230195,ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,26099,Metro,Metro,Metro,1.0,Urban,NONE,5865735000,348,348,436,427
230197,ASCENSION GENESYS HOSPITAL,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,26049,Metro,Metro,Metro,1.0,Urban,NONE,8106065000,410,410,349,350
230207,MCLAREN OAKLAND,50 N PERRY ST,PONTIAC,MI,48342,26125,Metro,Metro,Metro,1.0,Urban,NONE,2483385000,308,308,103,108
230208,SPARROW CARSON HOSPITAL,406 EAST ELM ST,CARSON CITY,MI,48811,26117,Metro,Metro,Metro,10.0,Rural,RRC,9895843131,87,103,47,48
230216,MCLAREN PORT HURON,1221 PINE GROVE AVE,PORT HURON,MI,48060,26147,Metro,Metro,Metro,1.0,Urban,NONE,8109875000,163,163,154,163
230217,OAKLAWN HOSPITAL,200 N MADISON,MARSHALL,MI,49068,26025,Metro,Metro,Metro,7.0,Rural,NONE,2697814271,94,94,74,78
230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,26111,Metro,Metro,Metro,1.0,Urban,SCH/RRC,9898393000,230,230,317,324
230227,MCLAREN MACOMB,1000 HARRINGTON ST,MOUNT CLEMENS,MI,48043,26099,Metro,Metro,Metro,1.0,Urban,NONE,5864938000,288,288,240,259
230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,26065,Metro,Metro,Metro,1.0,Urban,NONE,5173641000,617,617,504,533
230236,METRO HEALTH HOSPITAL,"5900 BYRON CENTER AVENUE, SW",WYOMING,MI,49519,26081,Metro,Metro,Metro,1.0,Urban,RRC,6162527200,208,208,171,186
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD,SAULT SAINTE MARIE,MI,49783,26033,Micro,Micro,Micro,4.0,Rural,SCH,9066354460,82,82,80,49
230241,ASCENSION RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,48054,26147,Metro,Metro,Metro,1.0,Urban,NONE,8103297111,68,68,65,67
230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,26163,Metro,Metro,Metro,1.0,Urban,NONE,7344213300,323,323,146,130
230254,ASCENSION PROVIDENCE ROCHESTER HOSPITAL,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,26125,Metro,Metro,Metro,1.0,Urban,RRC,2486525000,290,290,178,189
230259,ST JOSEPH MERCY CHELSEA,775 S MAIN ST,CHELSEA,MI,48118,26161,Metro,Metro,Metro,2.0,Urban,NONE,7344753911,83,83,91,97
230264,SOUTHEAST MICHIGAN SURGICAL HOSPITAL,21230 DEQUINDRE ROAD,WARREN,MI,48091,26099,Metro,Metro,Metro,1.0,Urban,NONE,5864271000,20,20,13,13
230269,"BEAUMONT HOSPITAL, TROY",44201 DEQUINDRE ROAD,TROY,MI,48085,26125,Metro,Metro,Metro,1.0,Urban,RRC,2489648800,254,254,480,495
230270,BEAUMONT HOSPITAL - TAYLOR,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,26163,Metro,Metro,Metro,1.0,Urban,NONE,3132955253,163,163,95,99
230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,4201 ST ANTOINE ST - 2C,DETROIT,MI,48201,26163,Metro,Metro,Metro,1.0,Urban,NONE,3137453104,320,320,182,195
230275,HEALTHSOURCE SAGINAW,3340 HOSPITAL ROAD,SAGINAW,MI,48603,26145,Metro,Metro,Metro,1.0,Urban,NONE,9897907888,278,278,7,7
230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSHIP,MI,48382,26125,Metro,Metro,Metro,1.0,Urban,RRC,2489373370,153,153,146,130
230279,ASCENSION BRIGHTON CENTER FOR RECOVERY,12851 GRAND RIVER RD,BRIGHTON,MI,48116,26093,Metro,Metro,Metro,2.0,Urban,NONE,8102271211,63,63,99,99
230297,KARMANOS CANCER CENTER,4100 JOHN R,DETROIT,MI,48201,26163,Metro,Metro,Metro,1.0,Urban,NONE,8005766266,123,123,122,123
230301,SURGEONS CHOICE MEDICAL CENTER,22401 FOSTER WINTER DRIVE,SOUTHFIELD,MI,48075,26125,Metro,Metro,Metro,1.0,Urban,NONE,2484235100,45,45,30,45
230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,WEST BLOOMFIELD,MI,48322,26125,Metro,Metro,Metro,1.0,Urban,RRC,2483251000,191,191,191,191
230303,MUNSON HEALTHCARE MANISTEE HOSPITAL,1465 E PARKDALE AVE,MANISTEE,MI,49660,26101,Neither,Neither,Neither,8.0,Rural,SCH,2313981000,25,25,42,45
231300,PAUL OLIVER MEMORIAL HOSPITAL,224 PARK AVENUE,FRANKFORT,MI,49635,26019,Micro,Micro,Micro,10.0,Rural,CAH,2313522200,8,8,.,8
231301,KALKASKA MEMORIAL HEALTH CENTER,419 S CORAL,KALKASKA,MI,49646,26079,Micro,Micro,Micro,5.0,Rural,CAH,2312587500,8,8,.,8
231303,SCHOOLCRAFT MEMORIAL HOSPITAL,7870W US HIGHWAY 2,MANISTIQUE,MI,49854,26153,Neither,Neither,Neither,8.0,Rural,CAH,9063413200,25,25,.,12
231304,HELEN NEWBERRY JOY HOSPITAL,502 W HARRIE ST,NEWBERRY,MI,49868,26095,Neither,Neither,Neither,7.0,Rural,CAH,9062939200,25,25,.,25
231305,ASCENSION STANDISH HOSPITAL,805 W CEDAR ST,STANDISH,MI,48658,26011,Neither,Neither,Neither,10.0,Rural,CAH,5178464521,25,25,.,25
231306,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,1140 N STATE STREET,SAINT IGNACE,MI,49781,26097,Neither,Neither,Neither,7.0,Rural,CAH,9066438585,15,15,.,15
231307,BARAGA COUNTY MEMORIAL HOSPITAL,18341 US HIGHWAY 41,L' ANSE,MI,49946,26013,Neither,Neither,Neither,10.0,Rural,CAH,9065243300,24,24,.,24
231308,MUNISING MEMORIAL HOSPITAL,1500 SAND POINT RD,MUNISING,MI,49862,26003,Neither,Neither,Neither,7.0,Rural,CAH,9063874110,25,25,.,11
231309,"ASPIRUS ONTONAGON HOSPITAL, INC",601 S SEVENTH ST,ONTONAGON,MI,49953,26131,Neither,Neither,Neither,10.0,Rural,CAH,9068848000,25,25,.,25
231310,SCHEURER HOSPITAL,170 N CASEVILLE RD,PIGEON,MI,48755,26063,Neither,Neither,Neither,10.0,Rural,CAH,9894533223,25,25,.,25
231311,DECKERVILLE COMMUNITY HOSPITAL,3559 PINE ST,DECKERVILLE,MI,48427,26151,Neither,Neither,Neither,10.0,Rural,CAH,8103762835,15,15,.,15
231312,SHERIDAN COMMUNITY HOSPITAL,301 N MAIN ST,SHERIDAN,MI,48884,26117,Metro,Metro,Metro,10.0,Rural,CAH,9892913261,25,25,.,22
231313,HARBOR BEACH COMMUNITY HOSPITAL,210 S FIRST ST,HARBOR BEACH,MI,48441,26063,Neither,Neither,Neither,10.0,Rural,CAH,9894793201,17,17,.,15
231314,MCKENZIE HEALTH SYSTEM,120 N DELAWARE STREET,SANDUSKY,MI,48471,26151,Neither,Neither,Neither,7.0,Rural,CAH,8106483770,25,25,.,25
231315,ASCENSION BORGESS LEE HOSPITAL,420 W HIGH ST,DOWAGIAC,MI,49047,26027,Metro,Metro,Metro,7.0,Rural,CAH,2697828681,25,25,.,25
231316,HILLS & DALES GENERAL HOSPITAL,4675 HILL STREET,CASS CITY,MI,48726,26157,Neither,Neither,Neither,10.0,Rural,CAH,9898722121,25,25,.,25
231317,SPECTRUM HEALTH KELSEY HOSPITAL,418 WASHINGTON,LAKEVIEW,MI,48850,26117,Metro,Metro,Metro,10.0,Rural,CAH,9893527211,25,25,.,16
231318,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",1400 W ICE LAKE ROAD,IRON RIVER,MI,49935,26071,Neither,Neither,Neither,7.0,Rural,CAH,9062656121,25,25,.,25
231319,ASPIRUS KEWEENAW HOSPITAL,205 OSCEOLA,LAURIUM,MI,49913,26061,Micro,Micro,Micro,7.2,Rural,CAH,9063376500,25,25,.,25
231320,MERCY HEALTH LAKESHORE CAMPUS,72 SOUTH STATE STREET,SHELBY,MI,49455,26127,Neither,Neither,Neither,10.0,Rural,CAH,2318612156,24,24,.,24
231321,BELL HOSPITAL,901 LAKESHORE DRIVE,ISHPEMING,MI,49849,26103,Micro,Micro,Micro,4.0,Rural,CAH,9064864431,25,25,.,25
231322,MUNSON HEALTHCARE CHARLEVOIX HOSPITAL,14700 LAKESHORE DRIVE,CHARLEVOIX,MI,49720,26029,Neither,Neither,Neither,10.0,Rural,CAH,2315474024,25,25,.,25
231323,SPECTRUM HEALTH REED CITY HOSPITAL,"300 N PATTERSON, PO BOX 75",REED CITY,MI,49677,26133,Neither,Neither,Neither,10.0,Rural,CAH,2318323271,25,25,.,25
231324,EATON RAPIDS MEDICAL CENTER,1500 S MAIN STREET,EATON RAPIDS,MI,48827,26045,Metro,Metro,Metro,2.0,Urban,CAH,5176632671,25,25,.,20
231325,MIDMICHIGAN MEDICAL CENTER-GLADWIN,515 QUARTER STREET,GLADWIN,MI,48624,26051,Neither,Neither,Neither,7.0,Rural,CAH,9894269286,25,25,.,25
231326,SPARROW CLINTON HOSPITAL,805 S OAKLAND,SAINT JOHNS,MI,48879,26037,Metro,Metro,Metro,2.0,Urban,CAH,9892246881,25,25,.,25
231327,SPARROW EATON HOSPITAL,321 E HARRIS STREET,CHARLOTTE,MI,48813,26045,Metro,Metro,Metro,2.0,Urban,CAH,5175431050,25,25,.,25
231328,ALLEGAN GENERAL HOSPITAL,555 LINN STREET,ALLEGAN,MI,49010,26005,Micro,Micro,Micro,7.0,Rural,CAH,2696864101,25,25,.,25
231329,MCLAREN CARO REGION,401 N HOOPER ST,CARO,MI,48723,26157,Neither,Neither,Neither,7.0,Rural,CAH,9896733141,25,25,.,25
231330,MARLETTE REGIONAL HOSPITAL,2770 MAIN STREET,MARLETTE,MI,48453,26151,Neither,Neither,Neither,10.0,Rural,CAH,9896354000,25,25,.,25
231331,SPARROW IONIA HOSPITAL,3565 S STATE ROAD,IONIA,MI,48846,26067,Micro,Micro,Metro,6.0,Rural,CAH,6165274200,25,25,.,22
231332,BRONSON LAKEVIEW HOSPITAL,408 HAZEN STREET,PAW PAW,MI,49079,26159,Metro,Metro,Neither,2.0,Rural,CAH,2696571400,25,25,.,25
231333,ASPIRUS IRONWOOD HOSPITAL,N10561 GRAND VIEW LANE,IRONWOOD,MI,49938,26053,Neither,Neither,Neither,8.0,Rural,CAH,9069322525,25,25,.,25
231334,PROMEDICA HERRICK HOSPITAL,500 E POTTAWATAMIE STREET,TECUMSEH,MI,49286,26091,Micro,Micro,Micro,4.0,Rural,CAH,5174243000,25,25,.,25
231337,ST FRANCIS HOSPITAL,3401 LUDINGTON ST,ESCANABA,MI,49829,26041,Micro,Micro,Micro,5.0,Rural,CAH,9067863311,25,25,.,25
231338,SPECTRUM HEALTH GERBER MEMORIAL,212 S SULLIVAN ST,FREMONT,MI,49412,26123,Neither,Neither,Neither,7.0,Rural,CAH,2319243300,61,61,.,25
240001,NORTH MEMORIAL HEALTH,3300 OAKDALE NORTH,ROBBINSDALE,MN,55422,27053,Metro,Metro,Metro,1.0,Urban,NONE,7635205200,518,518,336,341
240002,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,407 EAST THIRD STREET,DULUTH,MN,55805,27137,Metro,Metro,Metro,1.0,Urban,NONE,2187864000,380,380,296,310
240004,HENNEPIN COUNTY MEDICAL CENTER 1,701 PARK AVENUE,MINNEAPOLIS,MN,55415,27053,Metro,Metro,Metro,1.0,Urban,NONE,6128733629,894,894,333,330
240006,OLMSTED MEDICAL CENTER,1650 FOURTH STREET SOUTHEAST,ROCHESTER,MN,55904,27109,Metro,Metro,Metro,1.0,Urban,NONE,5072872761,61,61,60,61
240010,MAYO CLINIC HOSPITAL ROCHESTER,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902,27109,Metro,Metro,Metro,1.0,Urban,SCH,5072551991,2059,2059,1092,1115
240014,NORTHFIELD HOSPITAL,2000 NORTH AVENUE,NORTHFIELD,MN,55057,27131,Micro,Micro,Micro,4.0,Rural,NONE,5076461001,37,37,34,37
240018,MAYO CLINIC HEALTH SYSTEM - RED WING,"701 HEWITT BOULEVARD, PO BOX 95",RED WING,MN,55066,27049,Micro,Micro,Micro,4.0,Rural,NONE,6512675000,50,50,49,50
240019,ESSENTIA HEALTH DULUTH,502 EAST SECOND STREET,DULUTH,MN,55805,27137,Metro,Metro,Metro,1.0,Urban,NONE,2187862652,121,165,102,103
240020,CAMBRIDGE MEDICAL CENTER,701 SOUTH DELLWOOD AVENUE,CAMBRIDGE,MN,55008,27059,Metro,Metro,Metro,2.0,Urban,NONE,7636897700,86,86,55,70
240022,SANFORD WORTHINGTON MEDICAL CENTER,1018 SIXTH AVENUE PO BOX 997,WORTHINGTON,MN,56187,27105,Micro,Micro,Micro,4.0,Rural,SCH,5073723110,48,55,47,48
240030,ALOMERE HEALTH,111 17TH AVENUE EAST,ALEXANDRIA,MN,56308,27041,Micro,Micro,Micro,4.0,Rural,SCH/RRC,3207621511,127,127,96,99
240036,ST CLOUD HOSPITAL,1406 6TH AVE NORTH,SAINT CLOUD,MN,56303,27145,Metro,Metro,Metro,1.0,Urban,SCH,3202555661,469,489,453,451
240038,UNITED HOSPITAL,333 NORTH SMITH AVENUE,SAINT PAUL,MN,55102,27123,Metro,Metro,Metro,1.0,Urban,NONE,6512418810,546,546,325,336
240040,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,750 EAST 34TH ST,HIBBING,MN,55746,27137,Metro,Metro,Metro,4.0,Rural,NONE,2183626730,175,175,76,73
240043,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN,404 WEST FOUNTAIN STREET,ALBERT LEA,MN,56007,27047,Micro,Micro,Micro,4.0,Rural,SCH,5073776452,159,181,139,159
240044,WINONA HEALTH SERVICES,855 MANKATO AVENUE,WINONA,MN,55987,27169,Micro,Micro,Micro,4.0,Rural,SCH,5074543650,49,57,51,41
240047,ST LUKES HOSPITAL,915 EAST 1ST STREET,DULUTH,MN,55805,27137,Metro,Metro,Metro,1.0,Urban,RRC,2182495555,267,267,231,238
240050,FAIRVIEW LAKES MEDICAL CENTER,5200 FAIRVIEW BOULEVARD,WYOMING,MN,55092,27025,Metro,Metro,Metro,2.0,Urban,NONE,7633896481,61,61,52,55
240052,LAKE REGION HEALTHCARE CORPORATION,712 SOUTH CASCADE,FERGUS FALLS,MN,56537,27111,Micro,Micro,Micro,4.0,Rural,SCH,2187368000,100,100,78,80
240053,PARK NICOLLET METHODIST HOSPITAL,6500 EXCELSIOR BLVD,SAINT LOUIS PARK,MN,55426,27053,Metro,Metro,Metro,1.0,Urban,NONE,9529935000,426,426,373,361
240056,RIDGEVIEW MEDICAL CENTER,500 SOUTH MAPLE STREET,WACONIA,MN,55387,27019,Metro,Metro,Metro,2.0,Urban,NONE,9524422191,109,109,107,112
240057,ABBOTT NORTHWESTERN HOSPITAL,800 EAST 28TH STREET,MINNEAPOLIS,MN,55407,27053,Metro,Metro,Metro,1.0,Urban,NONE,6128634457,952,996,582,599
240059,REGINA HOSPITAL,1175 NININGER ROAD,HASTINGS,MN,55033,27037,Metro,Metro,Metro,2.0,Urban,NONE,6514804100,57,57,28,29
240063,ST JOSEPH'S HOSPITAL,45 WEST 10TH STREET,SAINT PAUL,MN,55102,27123,Metro,Metro,Metro,1.0,Urban,NONE,6512323000,401,401,212,197
240064,GRAND ITASCA CLINIC AND HOSPITAL,1601 GOLF COURSE ROAD,GRAND RAPIDS,MN,55744,27061,Micro,Micro,Micro,7.0,Rural,SCH,2183263401,64,64,34,36
240066,LAKEVIEW MEMORIAL HOSPITAL,927 WEST CHURCHILL STREET,STILLWATER,MN,55082,27163,Metro,Metro,Metro,1.0,Urban,NONE,6514304509,97,97,66,68
240069,OWATONNA HOSPITAL,2250 26TH STREET NORTHWEST,OWATONNA,MN,55060,27147,Micro,Micro,Micro,5.0,Rural,NONE,5079772323,77,77,31,29
240071,DISTRICT ONE HOSPITAL,200 STATE AVENUE,FARIBAULT,MN,55021,27131,Micro,Micro,Micro,4.0,Rural,NONE,5073346451,99,99,31,32
240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,523 NORTH 3RD STREET,BRAINERD,MN,56401,27035,Micro,Micro,Micro,4.0,Rural,SCH/RRC,2188292861,162,162,109,112
240076,BUFFALO HOSPITAL,303 CATLIN ST,BUFFALO,MN,55313,27171,Metro,Metro,Metro,2.0,Urban,NONE,7636821212,65,65,46,44
240078,FAIRVIEW SOUTHDALE HOSPITAL,6401 FRANCE AVENUE SOUTH,EDINA,MN,55435,27053,Metro,Metro,Metro,1.0,Urban,NONE,9529245100,390,390,311,316
240080,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55454,27053,Metro,Metro,Metro,1.0,Urban,NONE,6122733000,1700,1700,590,778
240084,ESSENTIA HEALTH VIRGINIA,901 9TH STREET NORTH,VIRGINIA,MN,55792,27137,Metro,Metro,Metro,4.0,Rural,NONE,2187413340,83,83,46,48
240088,CARRIS HEALTH LLC,301 BECKER AVE SW,WILLMAR,MN,56201,27067,Micro,Micro,Micro,4.0,Rural,SCH/RRC,3202354543,128,136,78,81
240093,MAYO CLINIC HEALTH SYSTEM - MANKATO,1025 MARSH STREET,MANKATO,MN,56001,27013,Metro,Metro,Metro,1.0,Urban,SCH/RRC,5073852646,272,272,155,167
240100,SANFORD BEMIDJI MEDICAL CENTER,1300 ANNE ST NW,BEMIDJI,MN,56601,27007,Micro,Micro,Micro,4.0,Rural,SCH/RRC,2187515430,118,118,82,94
240101,ESSENTIA HEALTH ST MARYS - DETROIT LAKES,1027 WASHINGTON AVE,DETROIT LAKES,MN,56501,27005,Neither,Neither,Neither,7.0,Rural,SCH,2188470888,87,87,34,36
240104,ST FRANCIS REGIONAL MEDICAL CENTER,1455 ST FRANCIS AVENUE,SHAKOPEE,MN,55379,27139,Metro,Metro,Metro,1.0,Urban,NONE,9524033000,93,93,79,89
240106,REGIONS HOSPITAL,640 JACKSON STREET,SAINT PAUL,MN,55101,27123,Metro,Metro,Metro,1.0,Urban,NONE,6512543456,454,480,423,431
240115,MERCY HOSPITAL,4050 COON RAPIDS BLVD,COON RAPIDS,MN,55433,27003,Metro,Metro,Metro,1.0,Urban,NONE,7622368100,546,573,384,466
240141,FAIRVIEW NORTHLAND REGIONAL HOSPITAL,911 NORTHLAND DR,PRINCETON,MN,55371,27141,Metro,Metro,Metro,2.0,Urban,NONE,7633896481,54,54,37,33
240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,"800 MEDICAL CENTER DRIVE, PO BOX 800",FAIRMONT,MN,56031,27091,Micro,Micro,Micro,7.0,Rural,SCH,5072388101,57,57,53,55
240187,HUTCHINSON HEALTH,1095 HIGHWAY 15 SOUTH,HUTCHINSON,MN,55350,27085,Micro,Micro,Micro,4.0,Rural,SCH,3202345000,66,66,47,49
240196,PHILLIPS EYE INSTITUTE,2215 PARK AVENUE SOUTH,MINNEAPOLIS,MN,55404,27053,Metro,Metro,Metro,1.0,Urban,NONE,6127758751,20,20,8,8
240206,RED LAKE HOSPITAL A,PO BOX 497,REDLAKE,MN,56671,27007,Micro,Micro,Micro,5.0,Rural,IHS,2186793912,23,23,23,23
240207,FAIRVIEW RIDGES HOSPITAL,201 EAST NICOLLET BOULEVARD,BURNSVILLE,MN,55337,27037,Metro,Metro,Metro,1.0,Urban,NONE,9528922101,150,150,168,171
240210,HEALTHEAST ST JOHN'S HOSPITAL,1575 BEAM AVENUE,MAPLEWOOD,MN,55109,27123,Metro,Metro,Metro,1.0,Urban,NONE,6512327000,184,184,176,184
240213,HEALTHEAST WOODWINDS HOSPITAL,1925 WOODWINDS DRIVE,WOODBURY,MN,55125,27163,Metro,Metro,Metro,1.0,Urban,NONE,6512320228,86,86,82,86
240214,MAPLE GROVE HOSPITAL,9875 HOSPITAL DRIVE,MAPLE GROVE,MN,55369,27053,Metro,Metro,Metro,1.0,Urban,NONE,7635811000,90,90,127,134
241300,MAHNOMEN HEALTH CENTER,414 W JEFFERSON PO BOX 396,MAHNOMEN,MN,56557,27087,Neither,Neither,Neither,10.0,Rural,CAH,2189352511,15,18,.,10
241301,LAKEWOOD HEALTH CENTER,600 MAIN AVE S,BAUDETTE,MN,56623,27077,Neither,Neither,Neither,10.0,Rural,CAH,2186342120,15,15,.,15
241302,SANFORD WESTBROOK MEDICAL CENTER,920 BELL AVENUE PO BOX 188,WESTBROOK,MN,56183,27033,Neither,Neither,Neither,10.0,Rural,CAH,5072741119,8,8,.,8
241303,SANFORD TRACY MEDICAL CENTER,251 FIFTH STREET EAST,TRACY,MN,56175,27083,Micro,Micro,Micro,10.0,Rural,CAH,5076298400,25,25,.,25
241304,SANFORD MEDICAL CENTER WHEATON,401 12TH STREET NORTH,WHEATON,MN,56296,27155,Neither,Neither,Neither,10.0,Rural,CAH,3205638226,25,25,.,15
241305,RIVERWOOD HEALTHCARE CENTER,200 BUNKER HILL DRIVE,AITKIN,MN,56431,27001,Neither,Neither,Neither,10.0,Rural,CAH,2189275501,25,31,.,25
241306,RENVILLE COUNTY HOSPITAL AND CLINICS,100 HEALTHY WAY,OLIVIA,MN,56277,27129,Neither,Neither,Neither,10.0,Rural,CAH,3205231261,16,16,.,16
241308,LAKE VIEW MEMORIAL HOSPITAL,325 ELEVENTH AVE,TWO HARBORS,MN,55616,27075,Neither,Neither,Metro,7.1,Rural,CAH,2188347300,25,25,.,16
241309,ESSENTIA HEALTH SANDSTONE,705 LUNDORFF DRIVE SOUTH,SANDSTONE,MN,55072,27115,Neither,Neither,Neither,10.0,Rural,CAH,3202452212,25,35,.,9
241311,RIDGEVIEW SIBLEY MEDICAL CENTER,601 WEST CHANDLER,ARLINGTON,MN,55307,27143,Metro,Metro,Neither,2.0,Rural,CAH,5079648415,20,20,.,16
241312,COOK HOSPITAL,10 SE FIFTH ST,COOK,MN,55723,27137,Metro,Metro,Metro,5.0,Rural,CAH,2186665945,14,14,.,14
241313,ESSENTIA HEALTH ADA,201 9TH STREET WEST,ADA,MN,56510,27107,Neither,Neither,Neither,10.0,Rural,CAH,2187845000,14,14,.,14
241314,JOHNSON MEMORIAL HOSPITAL,1282 WALNUT STREET,DAWSON,MN,56232,27073,Neither,Neither,Neither,10.0,Rural,CAH,3207694323,23,24,.,20
241315,SANFORD JACKSON MEDICAL CENTER,1430 NORTH HIGHWAY,JACKSON,MN,56143,27063,Neither,Neither,Neither,7.0,Rural,CAH,5078472420,20,20,.,14
241316,BIGFORK VALLEY HOSPITAL,258 PINE TREE DRIVE PO BOX 258,BIGFORK,MN,56628,27061,Micro,Micro,Micro,10.0,Rural,CAH,2187433177,20,20,.,20
241317,NORTH SHORE HEALTH,515 5TH AVE WEST,GRAND MARAIS,MN,55604,27031,Neither,Neither,Neither,10.0,Rural,CAH,2183873040,16,16,.,16
241318,ELY BLOOMENSON COMMUNITY HOSPITAL,328 WEST CONAN STREET,ELY,MN,55731,27137,Metro,Metro,Metro,7.0,Rural,CAH,2183653271,21,21,.,16
241319,MURRAY COUNTY MEMORIAL HOSPITAL,2042 JUNIPER AVENUE,SLAYTON,MN,56172,27101,Neither,Neither,Neither,10.0,Rural,CAH,5078366111,25,25,.,20
241320,RIVERVIEW HOSPITAL,323 SOUTH MINNESOTA,CROOKSTON,MN,56716,27119,Metro,Metro,Metro,7.0,Rural,CAH,2182819200,25,49,.,30
241321,ESSENTIA HEALTH HOLY TRINITY HOSPITAL,"115  SECOND STREET WEST, BOX 157",GRACEVILLE,MN,56240,27011,Neither,Neither,Neither,10.0,Rural,CAH,3207488200,15,15,.,15
241322,RAINY LAKE MEDICAL CENTER,1400 HIGHWAY 71,INTERNATIONAL FALLS,MN,56649,27071,Neither,Neither,Neither,7.0,Rural,CAH,2182834481,25,25,.,18
241323,MADELIA COMMUNITY HOSPITAL,121 DREW AVENUE SOUTHEAST,MADELIA,MN,56062,27165,Neither,Neither,Neither,10.0,Rural,CAH,5076423255,25,25,.,25
241325,CHIPPEWA COUNTY HOSPITAL,824 NORTH 11TH STREET,MONTEVIDEO,MN,56265,27023,Neither,Neither,Neither,7.0,Rural,CAH,3202698877,25,30,.,25
241326,CENTRACARE HEALTH SYSTEM - LONG PRAIRIE,50 CENTRACARE DRIVE,LONG PRAIRIE,MN,56347,27153,Neither,Neither,Neither,7.0,Rural,CAH,3207322141,25,34,.,14
241327,SLEEPY EYE MUNICIPAL HOSPITAL,400 FOURTH AVENUE NORTHWEST,SLEEPY EYE,MN,56085,27015,Micro,Micro,Micro,7.0,Rural,CAH,5077943571,16,16,.,16
241328,SANFORD BAGLEY MEDICAL CENTER,203 4TH STREET NORTHWEST,BAGLEY,MN,56621,27029,Neither,Neither,Neither,5.0,Rural,CAH,2186946501,25,25,.,25
241329,LAKEWOOD HEALTH SYSTEM,49725 COUNTY ROAD 83,STAPLES,MN,56479,27153,Neither,Neither,Neither,7.0,Rural,CAH,2188941515,25,37,.,25
241330,CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL,525 WEST MAIN STREET,MELROSE,MN,56352,27145,Metro,Metro,Metro,7.0,Rural,CAH,3202561761,25,28,.,14
241332,WINDOM AREA HEALTH,"2150 HOSPITAL DRIVE, PO BOX 339",WINDOM,MN,56101,27033,Neither,Neither,Neither,7.0,Rural,CAH,5078312400,18,18,.,18
